    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
    3.0000000000e+02	    2.0342028978e+00
    2.9999999975e+02	    2.0342028978e+00
    2.9999997670e+02	    2.0833342814e+00
    2.9999935176e+02	    2.2195227162e+00
    2.9999011823e+02	    2.5577532201e+00
    2.9990480344e+02	    3.2878351012e+00
    2.9938035996e+02	    4.6132107697e+00
    2.9713306153e+02	    6.6190976891e+00
    2.9015078924e+02	    9.1374754825e+00
    2.7389362053e+02	    1.1718554816e+01
    2.4472950426e+02	    1.3764715557e+01
    2.0343094621e+02	    1.4771887976e+01
    1.5618030188e+02	    1.4543220320e+01
    1.1136997606e+02	    1.3253622186e+01
    7.5005847313e+01	    1.1339523551e+01
    4.8678011220e+01	    9.2933903256e+00
    3.0767566983e+01	    7.4835153915e+00
    1.8711591547e+01	    6.0771274737e+00
    1.0642302963e+01	    5.0609585755e+00
    5.5614628008e+00	    4.2702522303e+00
    2.6151549936e+00	    3.6292059121e+00
    1.0704558354e+00	    3.1218526073e+00
    3.5794656667e-01	    2.7325570403e+00
    8.0735385256e-02	    2.4456842011e+00
